link_03,425,293,114,241
link_02,325,293,114,241
link_04,226,293,114,241
link_01,570,309,140,210
link_05,739,293,114,241
link_06,841,293,114,241
link_07,943,293,114,241
more_bar,0,268,1280,298
close,1161,204,64,66
